texto,codigo_ciuo_1d
OCUPACION: PREVENCIONISTA; TAREAS: VER QUE SE CUMPLAN NORMATIVAS EN EMPRESA DE TRANSPORTE,2
OCUPACION: INSTRUCTOR DE MAQUINARIA PESADA; TAREAS: ENSEÑAR A MANEJAR DISTINTAS MAQUINAS DE MINERIA,2
"OCUPACION: COORDINADORA DE ADMISIÓN UNIVERSIDAD ANDRÉS BELLO; TAREAS: CONTESTAR CORREOS, LLAMAR A POSTULANTES, RECIBIR DOCUMENTOS, COORDINAR ENTREVISTAS.",2
OCUPACION: SUPERVISOR EN SUPERINTENDENCIA DE EDUCACIÓN EN VIÑA DEL MAR; TAREAS: SUPERVISAR EN COLEGIOS EL CUMPLIMIENTO DE NORMAS,2
OCUPACION: DOCENTEEN HISTORIA; TAREAS: TAREA ADMNISTRATIVAS EN COLEGIOTEVNICO PROFESIONAL,2
OCUPACION: EDUCADORA DE PARVULOS; TAREAS: CUIDADO Y EDUCACIÓN DE MENORES,2
OCUPACION: EDUCADORA DE PÁRVULO; TAREAS: CUIDADOS NIÑOS EN JARDIN,2
OCUPACION: PARBULARIA; TAREAS: ATENCION DE PARBULOS SALA CUNA,2
OCUPACION: PARVULARIA; TAREAS: ATENCIÓN NIÑOS,2
OCUPACION: PARVULARIA CUIDANDO NIÑOS DE SALA CUNA A NIVEL PRE KINDER; TAREAS: CUIDAR NIÑOS PEQUEÑOS. VIGILAR QUE SE ENCUENTREN BIEN Y ENSEÑARLE JUEGOS A LOS MÁS GRANDES DE PRE KINDER.,2
OCUPACION: PARVULARIA; TAREAS: EDUCACION DE NIÑOS,2
"OCUPACION: MONITOR DE MASOTERAPIA; TAREAS: CAPACITA A MUJERES, EVALUA A LAS MUEJERES, PARA QUE REALICEN EL OFICIO",2
OCUPACION: MÚSICO; TAREAS: DA CLASES PARTICULARES DE VIOLIN,2
OCUPACION: PRENSADO FLORES; TAREAS: TALLER PRENSADO FLORES,2
"OCUPACION: PSICOPEDAGOGO; TAREAS: ATIENDE NIÑOS CON NECESIDADES ESPECIALES DE APRENDIZAJE , TEA , DEFICIT ATRNCIONAL.",2
OCUPACION: EJECUTIVA DE CUENTA; TAREAS: MANEJA CUENTAS DE LOS CLIENTES Y BÚSQUEDA DE NUEVOS CLIENTES,2
OCUPACION: EMPRESARIO; TAREAS: PRESTAR SERVICIOS DE PUBLICIDAD,2
OCUPACION: INGENIERA COMERCIAL; TAREAS: EJECUTIVA COMERCIAL,2
"OCUPACION: JEFE DE RECURSOS HUMANOS; TAREAS: REVISION DE HORARIOS, REVICION DE ASISTENCIA Y CALCULO DE COMISIONES",2
"OCUPACION: VENDEDOR EN TERRENO DE INSUMOS PARA LA MINERÍA; TAREAS: VENTAS EN TERRENO, CAPTACIÓN Y MANTENCIÓN DE CARTERA DE CLIENTES",2
OCUPACION: INGIENERO EN CONTABILIDAD Y AUDITORIA; TAREAS: EXPORTACIONES DE FRUTAS Y VERDURAS,2
"OCUPACION: EMPLEADO PUBLICO; TAREAS: LABORES ESPECIFICAS ,CONTROL DE GESTION ,",2
OCUPACION: CONTABILIDAD PARA STI; TAREAS: ADMINISTRAR Y CONTABILIZAR INGRESOS Y EGRESOS DE LA EMPRESA,2
"OCUPACION: ADMINISTRATIVA EN RECURSOS HUMANOS DE LA MUNICIPALIDAD; TAREAS: ADMINISTRACIÓN DE RECURSOS HUMANOS DISEÑO Y ANÁLISIS DE PUESTOS DE TRABAJO, SELECCIÓN DE PERSONAS Y TRAMITACIÓN EMPLEOS",2
"OCUPACION: INGENIERO COMERCIAL; TAREAS: ANALIZAR DATOS,SUPERVISION DEL EQUIPO",2
OCUPACION: VENDEDORA; TAREAS: VENDEDORA DE VALBULAS,2
"OCUPACION: ADMINISTRADOR DE TELECOMUNICACIONES; TAREAS: ADMIMISTRAR USO DE INTERNET, CONTINUIDAD DE DISPOSITIVOS Y REGISTRO DE SUCESOS",2
"OCUPACION: ENCARGADO INFORMÁTICA CONAF; TAREAS: TRABAJO ADMINISTRATIVO,  ACTUALIZAR INFORMACION Y SOFTWARE DE LA INSTITUCIÓN, ENSEÑAR USO DE HERRAMIENTAS",2
"OCUPACION: SUPERVISOR DE EXPLOTACION DE SISTEMAS; TAREAS: PROCESAMIENTO Y MONITOREO DE DATOS, GESTIOM",2
OCUPACION: ANALISTA DE SISTEMAS; TAREAS: ANALIZAR FUNCIONAMIENTOS DE ALARMAS,2
"OCUPACION: ADMIJISTRADOR DE REDES EN JNJVERSIDAD SAN SEBASTIAN; TAREAS: ENCARGADO DE PARTE TELEFONICA, INTERNET Y WIFI",2
"OCUPACION: INGENIETO EN ANALISUS FUNCIONAL; TAREAS: ANALISIS DE DISEÑO, CERTIFICACION",2
OCUPACION: ABOGADA.; TAREAS: TRAMITACIÓN MASIVA DE CAUSAS.,2
OCUPACION: ABOGADA; TAREAS: DEFIENDE A PERSONAS QUE NECESITAN SU SERVICIO.,2
OCUPACION: ABOGADA UNIDAD JURÍDICA SERVICIO NACIONAL DEL ADULTO MAYOR; TAREAS: REVISIÓN DE CONVENIOS QUE SUSCRIBEN EMPRESAS PRIVADAS PARA BRINDAR APOYO A LOS ADULTOS MAYORES.,2
OCUPACION: GESTORA TERRITORIAL; TAREAS: VISITAS DOMICILIARIAS,2
OCUPACION: TÉCNICO ELÉCTRICO; TAREAS: REPARACIÓN DE EQUIPOS DE RADIO COMUNICACIONES,3
OCUPACION: ENCARGADO DE TURNOS; TAREAS: ORGANIZA TURNOS Y PERSONAL,3
OCUPACION: ASESORIAS EN EL AREA DE ELECTRONICA; TAREAS: ANALISIS DE CIRCUITOS,3
"OCUPACION: OFICIAL DE MARINA MERCANTE; TAREAS: MANEJAR EMBARCACIONES, ADMINISTRACIÓN DEL BARCO, ENCARGADO DE NAVEGACIÓN Y CHARLA A TRIPULANTES",3
"OCUPACION: PILOTO DE ROBOT EN EL MAR; TAREAS: SUPERVISA LAS JAULA PARA ENVIAR AL BUZO, SI ESTÁN ROTAS PARA REPARAR",3
"OCUPACION: TÉCNICO ELECTRICO EN MINERIA; TAREAS: MANTENCIÓN EN LA PLANTA DE LA MINERA, TODO LO QUE TIENE QUE VER EN ASUNTOS DE INSTALACIONES ELÉCTRICAS.",3
OCUPACION: TECNICO EN TELECOMUNICACION; TAREAS: REGULARISA SERVICIO DE INTERNET EN DOMICILIOS PARTICULARES,3
OCUPACION: INSPECTOR DE CALIDAD DE EMPRESA PRIVADA; TAREAS: INSPECCIÓN DE MUESTRAS DE METANOL,3
OCUPACION: TECNICO EN REFIGERACION; TAREAS: MANTENCION DE MAQUINARIA INDUSTRIAL,3
OCUPACION: TECNIVO MECANICO AERONAUTICO; TAREAS: FABRICA REPU3STOS DE AERONAVES,3
OCUPACION: FABRICA DE CHUMBEQUE; TAREAS: SUPERVISORA DE PRODUCCION,3
OCUPACION: MARINO MERCANTE; TAREAS: TRANSBORDO DE VEHÍCULOS,3
OCUPACION: REALIZAR PLANOS; TAREAS: REALIZA PLANOS,3
"OCUPACION: AUXILIAR DE SERVICIO; TAREAS: IR A BUSCAR Y DEJAR EXÁMENES DENTRO DEL HOSPITAL,  PREPARA A LOS PACIENTES QUE QUEDAN HOSPITALIZADOS",3
OCUPACION: TENS; TAREAS: TENS,3
"OCUPACION: PERSONAL DE APOYO; TAREAS: TRASLADO DE EXAMENES, MEDICAMENTOS, PERSONAS",3
OCUPACION: ENFERMERA; TAREAS: CUIDADO Y ATENCIÓN DE PACIENTES,3
OCUPACION: FUNCIONARIO PUBLICO EJERCITO DE CHILE; TAREAS: ENFERMERO,3
"OCUPACION: ADMINISTRADOR DE EDIFICIO; TAREAS: ADMINISTRADOR DE CONDOMINIOS, TRABAJO COMPUTADOR,",3
OCUPACION: ADMINISTRATIVA; TAREAS: SECRETARIA DE GABINETE,3
OCUPACION: ADMINISTRATIVO; TAREAS: CAPTURA Y TOMA DE CEDULA,3
OCUPACION: ADMINISTRATIVO DE EMPRESA CONSTRUCTORA; TAREAS: CONFECCION DE CONTRATOS Y DOCUMENTOS ADMINISTRACION.,3
"OCUPACION: AGENTE COMERCIAL; TAREAS: SUPERVISAR PERSONAL, RECURSO HUMANO, Y TEMAS COMERCIALES",3
OCUPACION: ASISTENTE DE EDUCACIÓN Y ADMINISTRACIÓN; TAREAS: TAREAS ADMINISTRATIVAS Y DE CONTABILIDAD DEL ESTABLECIMIENTO,3
"OCUPACION: CONTADOR; TAREAS: VER REMUNERACIONES, HACER PAGOS DE SERVICIOS BÁSICOS, REVISAR LIBROS DE COMPRAS Y VENTAS, PAGO DE IVA",3
OCUPACION: CONTADOR; TAREAS: AUDITORIA,3
OCUPACION: CONTADOR GENERAL; TAREAS: DECLARACION PAGO IMPUESTOS,3
OCUPACION: CONTADORA; TAREAS: GESTIONA CUENTAS CONTABLES PARA EMPRESAS,3
"OCUPACION: EMPLEADA ADMINISTRATIVA DE COMPRAS EN EMPRESA DE ALIMENTACION; TAREAS: REALIZAR COMPRAS DE ABARROTES, ABASTECIMIENTO DE GAS Y GESTIÓN DE PAGO A PROVEEDORES",3
OCUPACION: ESPECIALISTA EN SEGURIDAD DE AVIACION; TAREAS: REVISAR EQUIPAJE EN AEROPUERTO,3
"OCUPACION: FUNCINARIO PUBLICO DE LAS FUERZAS ARMADAS AREA ADMINISTRATIVA; TAREAS: REALIZA COMPRAS, REALIZA MINUTA DE LOS FUNCIONARIOS , PARTICIPA EN REUNIONES",3
"OCUPACION: LABORES ADMINISTRATIVAS; TAREAS: RECAUDACIÓN, DIGITACION, VISITAS A TERRENO",3
"OCUPACION: OPERADOR ADMINISTRATIVO; TAREAS: CREACION DE OFICIO, ATENCION DE PUBLICO, CONTROL DE DOCUMENTACION",3
"OCUPACION: SECRETA DE LA SEREMI MUJER; TAREAS: RECEPCION DE DOCS, AGENDAR ACTIVIDADES",3
OCUPACION: SECRETARIA ADMINISTRATIVA; TAREAS: TRABAJO ADMINISTRATIVO,3
OCUPACION: SECRETARIA ADMINISTRATIVA; TAREAS: HACER PAPELETES ADMINISTRATIVOS EN EL DEPARTAMENTO DE COMUNICACIONES DE UNIVERSIDAD DE BIOBIO,3
"OCUPACION: SUPERVISOR DE EQUIPO DE TRABAJADORES EN BODEGA DE MUEBLES.; TAREAS: DIRIGIR, CONTROLAR LAS ACTIVIDADES DE LOS TRABAJADORES Y LLEVAR CONTROL DE LOS PEDIDOS.",3
OCUPACION: TECNICO EN LOGISTICA; TAREAS: ASISTENTE DE GERENCIA,3
"OCUPACION: TÉCNICO INSPECTOR DE CONTROL FRONTERIZO,  SERVICIO AGRÍCOLA GANADERO; TAREAS: INSPECTOR DE CONTROL FRONTERIZO",3
OCUPACION: TRABAJA PARA UNA PROFESIONAL ABOGADO EN SU CASA; TAREAS: REALIZACIÓN DE TRÁMITES PARA LA PROFESIONAL ABOGADO Y VER MEDICAMENTOS,3
OCUPACION: TECNICO EN RECURSOS HUMANOS; TAREAS: REVISA CONTRATOS,3
"OCUPACION: VENDEDOR DE ALOMENTOS PARA ANIMALES; TAREAS: VISITAR CLIENTES,CONCRETAR VRNTAS",3
OCUPACION: VENTAS O ARRIENDO DE PROPIEDADES; TAREAS: GESTIONAR ARRIENDOS,3
"OCUPACION: MONITOR NOCTURNO DE TRATO DIRECTO; TAREAS: CUIDADO DE NIÑOS, LABORES DE TUTOR, ACOMPAÑAMIENTO EN ACTIVIDADES",3
OCUPACION: AYUDANTE DEL CHEF; TAREAS: COCINA EN UN  RESTAURANTE,3
"OCUPACION: ADMINISTRATIVA; TAREAS: ATENCION PUBLICO, CONTESTAR TELEFONO, RESPONDER EMAIL",3
OCUPACION: EMPLEADO PUBLICO; TAREAS: FUNCIINARIO  EN TALLER TIC CUARTEL DE CARABINEROS,3
OCUPACION: INFORMÁTICO; TAREAS: VER Y GESTIONAR SISTEMAS OPERATIVOS,3
OCUPACION: TÉCNICO EN REDES EN MUNICIPALIDAD HUALPEN; TAREAS: INSTALAR Y SUPERVICIÓN DE CÁMARAS,3
OCUPACION: TÉCNICO INFORMÁTICA; TAREAS: ÁREA DE RECURSOS HUMANOS,3
OCUPACION: ASISTENTE PÁRVULOS; TAREAS: ASISTENTE PÁRVULO,3
"OCUPACION: TÉCNICO EN PÁRVULOS; TAREAS: TÍA DE JARDÍN INFANTIL, CUIDADO Y EDUCACIÓN DE NIÑOS",3
"OCUPACION: ADMINISTRATIVA EN GERDARMERIA; TAREAS: ARCHIVAR, ORDENAR Y ATENDER PUBLICO EN OFICINA DE GERDARMERIA",4
"OCUPACION: ADMINISTRATIVA PYMES; TAREAS: ADMINISTRSTIVA VE AGENDRA , INSUMOS SE PREOCUPA Y PAPRLEOS EMPRESA",4
OCUPACION: ADMINISTRATIVO; TAREAS: ESTA A CARGO DE INA OFICINA DONDE LLEVA TODA LA FDOCUMRNTACION DE ESTA,4
OCUPACION: ADMINISTRATIVO DE EMPRESA DE CONTENEDOR; TAREAS: ADMINISTRATIVO DONDE PRINCIPALMENTE CONTRATO PARA VENTA DE CONTENEDORES,4
OCUPACION: ADMISTRATIVO; TAREAS: ADMISTRATIVO,4
OCUPACION: EMPLEDO MUNICIPAL; TAREAS: ADMINISTRATIVA,4
"OCUPACION: INFORMATICA; TAREAS: HACE DOCUMENTOS, MATERIAL PEDAGOGICO, CV, ETC",4
OCUPACION: FUNCIONARIO DE GENDARMERIA; TAREAS: ADMINISTRATIVO,4
OCUPACION: PESQUERA; TAREAS: DIGITADORA,4
"OCUPACION: SECRETARIO; TAREAS: ENVIAR CORREOS, INFORMES E INVENTARIOS",4
OCUPACION: TRABAJADORA DE ADMINISTRACIÓN; TAREAS: REALIZA TAREAS ADMINISTRATIVAS EN PREVISIÓN SOCIAL,4
"OCUPACION: ADMINISTRATIVO; TAREAS: LLENAR FICHAS, BUSCAR ALUMNO, AYUDAR CON LOS BENEFICIOS",4
OCUPACION: CAJERA BANCARIA; TAREAS: ADMINISTRAR FONDOS DE DINERO DE USUARIOS,4
"OCUPACION: ADMINISTRATIVA EN CESFAM; TAREAS: PAGO DE BOLETAS DE HONORARIOS, MEMORANDUM CONTRACTUALES, ASISTENTCIA DEL PERSONAL",4
"OCUPACION: ADMINISTRCION DE RRHH; TAREAS: ADMINISTRAR , REVISION DE REMUNERACIONES . TRAMITAR LLICENCIAS",4
OCUPACION: AUDITOR; TAREAS: INGRESA LOS IMPLEMENTOS DE SEGURIDAD,4
"OCUPACION: COORDINADORA LOGISTICA; TAREAS: COORDINA SERVICIOS DE TAXIS, VUELO ETC, PARA TRABAJADORES EN CAPACITACION",4
"OCUPACION: ENCARGADO DE LOS BUQUES EN EL PUERTO,; TAREAS: SUPERVISAR CARGA DE LOS BUQUES,ATRACAR BUQUES, QUE LOS BUQUES QUEDEN DONDE CORRESPONDEN",4
OCUPACION: ISNPECTOS PALMAN BUS BUS; TAREAS: ENCARGADO ENTRADA Y SALIDA DE BUSES,4
OCUPACION: ADMINISTRATIVA EN MAESTRANZA; TAREAS: VE LA PARTE ADMINISTRATIVA DE CONTRATO CON TRABAJADORES,4
"OCUPACION: ADMINISTRATIVO; TAREAS: SE PREOCUPA DE BIBLIOTECA,HACE INVENTARIO COLEGIO",4
OCUPACION: ACOMPAÑA A UN ADULTO MAYOR; TAREAS: AYUDA EN COMPRAS Y ACOMPAÑAMIENTO DE LA ADULTA MAYOR.,5
OCUPACION: ACOMPAÑANTE DE ADULTO MAYOR; TAREAS: ACOMPAÑA A ADULTOS MAYORES A MEDICO,5
OCUPACION: COCINERO; TAREAS: AYUDAR EN LA COCINA,5
OCUPACION: FUNCIONARIA PUBLICA; TAREAS: COCINERA,5
OCUPACION: GARZON Y RECLUTAMIENTO LABORAL; TAREAS: GARZONEAR,5
"OCUPACION: HACE HUMITAS; TAREAS: ELABORAR HUMITAS, PELAR DESGRANAR CHOCL",5
"OCUPACION: VENDE ENSALADAS PREPARADAS Y COLACIONES; TAREAS: COMPRAR VERDURAS, PREPARAR ENSALADAS , COCINAR COLACIONES",5
OCUPACION: SUPERVISOR DE SODEXO; TAREAS: SUPERVISAR EL MANTENIMIENTO A MOVISTAR.,5
"OCUPACION: ADMINISTRADORA DE RESTAURANT; TAREAS: RENDIR ASISTENCIA, REALIZA INVENTARIOS DEL RESTAURANTE, TRABAJA EN CAJA, RECIBE RESERVAS DE CLIENTES Y ORGANIZA TURNOS DEL PERSONAL",5
"OCUPACION: COMERCIANTE AMBULANTE; TAREAS: VENDER ALIMENTOS, EMPANADAS DE CARNE Y POLLO",5
"OCUPACION: COMERCIANTE AMBULANTE; TAREAS: VENDER  CONFITES Y  EMPANADAS, ORDENAR CONFITES, ARMAR  Y DESARMAR PUESTO, OFRECER PRODUCTOS",5
OCUPACION: DEPENDIENTA PANADERIA; TAREAS: VENTA DE PAN,5
"OCUPACION: DUEÑO DE NEGOCIO DE COMIDAS RÁPIDAS; TAREAS: CONTROLAR, DIRIGIR, ORGANIZAR, ATENCIÓN DE PÚBLICO Y TOMA DE PEDIDOS DE NEGOCIO DE VENTA DE COMIDAS RÁPIDAS",5
OCUPACION: DUEÑOS DE EMPRENDIMIENTO; TAREAS: ATENCIÓN Y ADMINISTRACIÓN DE EMPRENDIMOEMTO,5
OCUPACION: EMPRESARIO DE ARRIENDO DE MAQUINARIA PESADA; TAREAS: ARRENDAR MAQUINARIA PESADA,5
"OCUPACION: HACE MANUALIDADES, COMO ROSA ETERNA Y VDNTA DE MAQUILLAJE; TAREAS: EMPRENDIMIENTO PROPIO",5
OCUPACION: FIAMBRERA; TAREAS: CORTE DE TROZOS EN FIAMBRERIA Y ATENCION DE CLIENTES,5
OCUPACION: PROMOTORA; TAREAS: PROMOCION Y MARKETING,5
OCUPACION: SUPLEMENTERO DE DIARIOS; TAREAS: ATENCIÓN EN KIOSKO DE DIARIOS Y REVISTAS,5
OCUPACION: TRABAJA EN CALL CENTER; TAREAS: CONTACTAR A CLIENTES,5
OCUPACION: VENDEDOR  DE AUTOMÓTRIZ; TAREAS: PAPELEO ADMINISTRATIVO,5
"OCUPACION: TECNICO EN COCINA INTERNACIONAL MAESTRO DE COCINA; TAREAS: EMPRENDIMIENTO DE COCINA EN UN FOOD TRUCAP, PREPARACON DE  COMIDA RAPIDA,HOD DOG, PAPAS FRITAS Y EMPANADAS",5
"OCUPACION: ASISTENTE  PARA DOSCENTE; TAREAS: HACER CONCENTRACIÓN  DE NOTAS , REVISAR MATERIAL EDUCATIVO, REVISAR NOTAS",5
OCUPACION: ASISTENTE DE AULA COLEGIO; TAREAS: APOYAR A LA PROFESORA DE AULA,5
OCUPACION: CUIDA ABUELITOS; TAREAS: CUIDA ABUELITOS POR SU CUENTA,5
OCUPACION: CONAF; TAREAS: TRABAJA CON PLANTAS,5
OCUPACION: FUNCIONARIO PUBLICO; TAREAS: GERNARME,5
"OCUPACION: TRABAJADOR FORESTAL CONAF,  APAGA INCENDIOS FORESTALES; TAREAS: ENTRENAMIENTO Y CAPACITACIÓN DE LABORES CONTRA INCENDIOS FORESTALES",5
OCUPACION: AGRICULTOR; TAREAS: PRODUCCIÓN DE UVA,6
"OCUPACION: AGRICULTOR; TAREAS: PLANTACION DE SANDIAS, ARROZ, MAÍZ, ETC.",6
"OCUPACION: OPERARIO AGRICOLA; TAREAS: DESPIQUE DE AVES, VACUNA Y ACARREO EN TRACTOR DE AVES",6
OCUPACION: PRODUCTORA DE PLANTAS Y ARTESANIA EN TEJIDOS; TAREAS: SIEMBRA GERMINA NUEVAS PLANTAS PARA VENDERLAS TAMBIEN REJE VESTUARIO Y PAÑITOS PARA VENDER,6
OCUPACION: CAPATAZ DE PODADORES; TAREAS: PODA ARBOL DE LAS CALLES DA CALAMA,6
OCUPACION: CONTRATISTA ESSBIO; TAREAS: MANTENCION DE AGUA POTABLE Y SERVIDA,7
"OCUPACION: CARPINTERO; TAREAS: FABRICACION DE MUEBLES,CAMBIO DE CERAMICAS,POST VENTA REVISION EN. LA ENTREGA DE LAS VIVIENDAS",7
"OCUPACION: CORTADOR DE VIDRIOS; TAREAS: CORTAR VIDRIO, ORDENARLOS, FABRICACIÓN DE VENTANAS",7
OCUPACION: ELECTRICISTA ESPECIALIDAD EN CALEFACCION CENTRAL.; TAREAS: REALIZO TRABAJOS EN CALEFACCION CENTRAL DE MANTENIMIENTOS.,7
OCUPACION: FABRICACION E INSTALACION DE VENTANAA; TAREAS: FABRICAR E INSTALAR VENTANAS,7
OCUPACION: INSTALADORA DE PARABRISAS; TAREAS: PARABRISAS,7
"OCUPACION: MAESTRO CHASQUILLA; TAREAS: PERSONAS CALIFICADO EN DIVERSAS AREAS LABORALES,  GASFITERIA, SOLDADOR, MAESTRO DE CONSTRUCCIÓN",7
OCUPACION: SUPERVISOR EN TERRENO DE UNA EMPRESA DE GAS; TAREAS: SUPERVISA EL EQUIPAMIENTO,7
OCUPACION: MECANICO DE UNA EMPRESA; TAREAS: ARMADO DE RAYADORES,7
"OCUPACION: PARADOCENTE DE PRODUCCION; TAREAS: ENCARGADO DEL TALLER, CUIDADO MANTENCIÓN DE LAS MAQUINAS Y HERRAMIENTAS, ETC",7
OCUPACION: REEGER; TAREAS: AYUDA A LOS OPERARIOS A VER LAS CARGAS DE LAS MAQUINARIAS,7
OCUPACION: REPARACIONES DE CENTROS O PONTONES; TAREAS: REPARACION DE JAULAS Y INFRESTRUCTURAS DE PONTONES O CENTROS DE CULTIVOS,7
OCUPACION: MECÁNICO DE LA FUERZAS ARMADAS; TAREAS: MANTECION Y REPARACIÓN DE EQUIPOS DE APOYO DE AERONAVES,7
OCUPACION: VULCANIZADORA; TAREAS: REALIZA VULCANIZACIÓN Y REPARACIONES DE MOTOS,7
OCUPACION: MAESTRO PINTOR; TAREAS: PINTOR PUBLICITARIO,7
OCUPACION: OPERADOR DE MAQUINAS DE IMPRENTA; TAREAS: IMPRIMIR CORTAR Y EDITAR,7
"OCUPACION: OPERARIA DE IMPRENTA; TAREAS: EMPASTADO, CONTROL DE CALIDAD DE LIBROS Y DOCUMENTOS.",7
OCUPACION: PYME DE LADRILLO ARTESANAL; TAREAS: REALIZACION HMCOMERCIALIZAVION,7
OCUPACION: CONTRATISTA DE FRONTEL.; TAREAS: ASISTE EN EL AREA RURAL.,7
OCUPACION: ELECTROMECANICO EN MANTENCION DE MOTORES; TAREAS: MANTENCION DE VAGONES DEL METRO,7
"OCUPACION: TECNICO EN LINEA BLANCA; TAREAS: REPARACION,MANTENIMIENTO ARTEFACTO LINEA BLANCA,",7
"OCUPACION: ARMADO DE MUEBLES; TAREAS: ARMAR MUEBLES, Y VERIFICAR QUE QUEDE TODO CORRECTAMENTE,  ENSAMBLAJE DE PIEZAS Y REVISIÓN. EN CASO DE TENER ALGUN DEFECTO DE FABRICA",7
OCUPACION: BUZO ALGUERO; TAREAS: RECOGE ALGAS EN EL MAR,7
OCUPACION: COCINERA; TAREAS: PRODUCCIÓN Y VENTA DE PRODUCTOS VEGANOS,7
OCUPACION: CONSTRUCTOR; TAREAS: REALIZA TRABAJOS DE MUEBLERIA,7
OCUPACION: CONTTOL DE PLAGAS; TAREAS: EMPLEADO DE FUMIGACION,7
OCUPACION: INSPECTOR DE CONTENEDORES; TAREAS: INSPECCIONAR CONTENEDORES,7
OCUPACION: MATARIFE EN EL MATADERO; TAREAS: TIENE QUE MATAR ANIMALES,7
"OCUPACION: MATARIFE, TRABAJA EN FRIGORIFICO; TAREAS: MATARIFE",7
"OCUPACION: PRODUCTORA DE CECINAS.; TAREAS: TAREAS DE PRODUCCION DE ALIMENTOS DE CARNICERÍA, COMO EMPAQUETAMIENTO, SELECCION Y PREPARACION DE LA CARNE.",7
OCUPACION: OPERARIO ALIMENTOS; TAREAS: FAENAS DE AVES,7
"OCUPACION: PESCADOR; TAREAS: BUCEO, SACAR OSTRAS",7
"OCUPACION: TÉCNICO EN PLAGAS; TAREAS: DESINFECTAR, PONER TRAMPAS, CONDUCIR VEHÍCULO,  VERIFICAR RUTAS, AGENDAR VISITAS",7
"OCUPACION: ADMINISTRA  BOMBAS  DE  AGUA  PARA  UNA  EMPRESA  COMTRATISTA; TAREAS: SE ENCARGA  DE  LAS  BOMBAS  DE  AGUA  PRINCIPAL ,REVISA  LAS  BOMBAS  POR  DENTRO Y  FUERA",8
OCUPACION: JEFE DE CALDERA; TAREAS: ORGANIZA TRABAJOS,8
OCUPACION: OPERADOR DE MANTENIMIENTO INDUSTRIAL; TAREAS: MANTENIMIENTO GENERAL DE POZO DE PERFORACION CAMBIO DE VÁLVULAS  Y LIMPIEZA  DE EQUIPO.,8
OCUPACION: OPERADOR DE MÁQUINA.; TAREAS: MANEJA MÁQUINA PARTIDORA DE MADERA EN ASERADERO.,8
"OCUPACION: OPERADOR DE OBRAS CIVILES MINERAS; TAREAS: REPARACION, DRENAJE, MANTENCIN DE TUNELES, REVISION DE LA INFRAESTRUCTURA, FORTIFICACION DE MALLAS,MONTAJE ESTRUCTURAL DE TUNELES, ETC",8
"OCUPACION: OPERARIO EN UN ASERRADERO; TAREAS: ASERREAR MADERA, CORTAR LEÑA, ACARREAR MADERA",8
OCUPACION: ASISTENTE VETERINARIO; TAREAS: CONDUCCIÓN VEHÍCULOS VETERINARIO,8
"OCUPACION: CARGADOR DE BODEGA EN ZONA FRANCA.; TAREAS: ORDENA MERCADERÍAS DENTRO DEL GALPÓN, SACA MERCADERÍAS DE CLIENTES, DESDE EL GALPÓN HACIA CAMIONES DE FLETEROS, CARGA MERCADERÍAS LLEGADAS DESDE PUERTO HACIA EL GALPÓN CON YALE.",8
OCUPACION: CONDUCTOR DE CAMIONES DE OBRAS VIALES; TAREAS: CONDUCIR CAMIONES Y CONTROLAR DESCARGAS Y LIMPIEZA DE AGUAS SERVIDAS.,8
OCUPACION: OPERADOR DE MAQUINARIA; TAREAS: OPERA MAQUINARIA EN UNA EMPRESA FORESTAL,8
OCUPACION: ASESORA DEL HOGAR; TAREAS: LIMPIAR LA CASA Y CUIDAR NIÑOS,9
OCUPACION: AUXILIAR EN FUNDICION; TAREAS: LIMPIEZA Y ORNATO,9
OCUPACION: CASA PARTICULAR; TAREAS: ORDENAR,9
OCUPACION: MANTENCION DE PLANTA; TAREAS: LIMPIAR INTALACIONES,9
OCUPACION: PYME DE LAVADO DE AUTOS; TAREAS: LIMPIEZA DE VEHICULOS,9
"OCUPACION: TRABAJA EN CASA PARTICULAR; TAREAS: ORDENAR LA CASA, CUIDAR A MENOR DE EDAD, COCINAR",9
OCUPACION: TRABAJAR DOMÉSTICO; TAREAS: TAREAS DOMÉSTICAS EN CASA PARTICULAR,9
"OCUPACION: CAMPO; TAREAS: COSECHAR, LIMPIAR HIERBAS",9
OCUPACION: JARDINERIA; TAREAS: MANTENCION DE AREAS VERDES EN GENERAL,9
OCUPACION: MATADERO; TAREAS: ATENDER ANIMALES,9
OCUPACION: OPERADORA EN UNAEMORESA DE HUEVOS; TAREAS: COLECCIONAR HUEVOS,9
OCUPACION: MANTENCIÓN JARDINES; TAREAS: MANUTENCIÓN DE JARDINES,9
"OCUPACION: ENCARGADO DE MANTENIMIENTO CEMENTERIO DE PUCON; TAREAS: CAVAR HOYOS PARA CUANDO FALLECE USUARIOS, MANTENCION DE AREAS VERDES .",9
"OCUPACION: PIONETA DE CAMIÓN ( RECOLECTOR DE MATERIAL DE AREAS VERDES); TAREAS: CARGAR Y DESCARGAR  RESTOS DE PASTO,  RAMAS DE PODA Y TIERRA",9
"OCUPACION: SELECCIONADORES DE ROPA; TAREAS: SELECCIÓN DE ROPA AMERICANA, VER PRENDAS Y ARMAR FARDOS DE DIFERENTES CATEGORÍAS",9
OCUPACION: ATENDEDORA EN LOCAL MCDONALDS; TAREAS: SE ENCARGA DE RECIBIR LOS PEDIDOS Y ARMAR PEDIDOS DE COMIDA RAPIDA,9
